cik,event_type,event_date,form,adsh
1130713,PERIODIC_REPORT,2010-03-31,10-K,0001047469-10-003040
1130713,PERIODIC_REPORT,2010-03-31,10-Q/A,0001104659-10-017637
1130713,PERIODIC_REPORT,2010-03-31,10-Q/A,0001104659-10-017636
1130713,PERIODIC_REPORT,2010-03-31,10-Q/A,0001104659-10-017633
1130713,PERIODIC_REPORT,2009-11-16,10-Q,0001104659-09-065304
1130713,PERIODIC_REPORT,2009-07-31,10-Q,0001104659-09-046345
1130713,PERIODIC_REPORT,2009-05-01,10-Q,0001104659-09-028412
1130713,PERIODIC_REPORT,2009-03-05,10-K/A,0001047469-09-002271
1130713,PERIODIC_REPORT,2009-02-23,10-K,0001104659-09-011509
1130713,PERIODIC_REPORT,2008-11-10,10-Q,0001104659-08-069355
1130713,PERIODIC_REPORT,2008-11-10,10-Q/A,0001104659-08-069354
1130713,PERIODIC_REPORT,2008-11-10,10-Q/A,0001104659-08-069353
1130713,PERIODIC_REPORT,2008-11-10,10-K/A,0001104659-08-069352
1130713,PERIODIC_REPORT,2008-08-04,10-Q,0001104659-08-049653
1130713,PERIODIC_REPORT,2008-05-09,10-Q,0001104659-08-031908
1130713,PERIODIC_REPORT,2008-03-17,10-K,0001047469-08-002930
1130713,PERIODIC_REPORT,2008-03-17,10-Q/A,0001104659-08-017769
1130713,PERIODIC_REPORT,2008-03-17,10-Q/A,0001104659-08-017766
1130713,PERIODIC_REPORT,2008-03-17,10-Q/A,0001104659-08-017765
1130713,PERIODIC_REPORT,2008-03-17,10-K/A,0001104659-08-017763
1130713,PERIODIC_REPORT,2007-11-07,10-Q,0001104659-07-080662
1130713,PERIODIC_REPORT,2007-08-09,10-Q,0001104659-07-060737
1130713,PERIODIC_REPORT,2007-05-09,10-Q,0001104659-07-037498
1130713,PERIODIC_REPORT,2007-03-14,10-K,0001104659-07-019224
1130713,PERIODIC_REPORT,2006-11-09,10-Q,0001104659-06-073420
1130713,PERIODIC_REPORT,2006-10-06,10-Q/A,0001104659-06-065408
1130713,PERIODIC_REPORT,2006-08-04,10-Q,0001104659-06-051644
1130713,PERIODIC_REPORT,2006-05-10,10-Q,0001104659-06-033233
1130713,PERIODIC_REPORT,2006-03-16,10-K,0001104659-06-017414
1130713,PERIODIC_REPORT,2006-03-15,10-Q/A,0001104659-06-016637
1130713,PERIODIC_REPORT,2006-03-15,10-Q/A,0001104659-06-016634
1130713,PERIODIC_REPORT,2006-03-15,10-Q/A,0001104659-06-016614
1130713,PERIODIC_REPORT,2006-03-15,10-K/A,0001104659-06-016612
1130713,PERIODIC_REPORT,2005-11-09,10-Q,0001104659-05-054073
1130713,PERIODIC_REPORT,2005-08-09,10-Q,0001104659-05-037853
1130713,PERIODIC_REPORT,2005-05-10,10-Q,0001104659-05-022068
1130713,PERIODIC_REPORT,2005-03-16,10-K,0001047469-05-006713
1130713,PERIODIC_REPORT,2004-11-09,10-Q,0001104659-04-034610
1130713,PERIODIC_REPORT,2004-08-09,10-Q/A,0001104659-04-023447
1130713,PERIODIC_REPORT,2004-08-09,10-Q,0001104659-04-023286
1130713,PERIODIC_REPORT,2004-04-29,10-Q,0001104659-04-011826
1130713,PERIODIC_REPORT,2004-02-24,10-K,0001047469-04-005489
1130713,PERIODIC_REPORT,2003-11-13,10-Q,0001104659-03-025887
1130713,PERIODIC_REPORT,2003-08-13,10-Q,0001104659-03-017973
1130713,PERIODIC_REPORT,2003-05-13,10-Q,0001104659-03-009390
1130713,PERIODIC_REPORT,2003-02-21,10-K,0001047469-03-006454
1130713,IPO_PRICING,2003-02-13,424B4,0001047469-03-005215
1130713,IPO_REGISTRATION,2003-02-12,S-1/A,0001047469-03-004846
1130713,IPO_REGISTRATION,2003-01-28,S-1,0001047469-03-002903
1130713,PERIODIC_REPORT,2002-11-13,10-Q,0000912057-02-042151
1130713,PERIODIC_REPORT,2002-08-14,10-Q,0000912057-02-032188
1130713,IPO_PRICING,2002-05-30,424B4,0000912057-02-022360
1130713,IPO_REGISTRATION,2002-05-23,S-1/A,0000912057-02-021809
1130713,IPO_REGISTRATION,2002-05-16,S-1/A,0000912057-02-021036
1130713,IPO_REGISTRATION,2002-05-09,S-1/A,0000912057-02-019358
1130713,IPO_REGISTRATION,2002-05-06,S-1/A,0000912057-02-018495
1130713,LISTING_REGISTRATION,2002-05-06,8-A12G,0000912057-02-018494
1130713,IPO_REGISTRATION,2002-04-17,S-1/A,0000912057-02-015487
1130713,IPO_REGISTRATION,2002-04-05,S-1/A,0000912057-02-013827
1130713,IPO_REGISTRATION,2002-03-05,S-1,0000912057-02-008668
1130713,FIRST_EDGAR_FILING,2002-03-05,,
1418091,DEREGISTRATION,2022-11-07,15-12G,0001193125-22-279042
1418091,DELISTING_NOTICE,2022-10-28,25-NSE,0000876661-22-000890
1418091,PERIODIC_REPORT,2022-07-26,10-Q,0001418091-22-000147
1418091,PERIODIC_REPORT,2022-05-02,10-Q,0001418091-22-000075
1418091,LISTING_REGISTRATION,2022-04-18,8-A12B,0001193125-22-107480
1418091,PERIODIC_REPORT,2022-02-16,10-K,0001418091-22-000029
1418091,PERIODIC_REPORT,2021-10-27,10-Q,0001418091-21-000209
1418091,PERIODIC_REPORT,2021-07-27,10-Q,0001418091-21-000155
1418091,PERIODIC_REPORT,2021-04-30,10-Q,0001418091-21-000085
1418091,PERIODIC_REPORT,2021-02-17,10-K,0001418091-21-000031
1418091,PERIODIC_REPORT,2020-10-30,10-Q,0001418091-20-000202
1418091,PERIODIC_REPORT,2020-08-03,10-Q,0001418091-20-000158
1418091,PERIODIC_REPORT,2020-05-05,10-Q,0001418091-20-000089
1418091,PERIODIC_REPORT,2020-02-19,10-K,0001418091-20-000037
1418091,PERIODIC_REPORT,2019-10-30,10-Q,0001418091-19-000008
1418091,PERIODIC_REPORT,2019-07-31,10-Q,0001564590-19-027504
1418091,PERIODIC_REPORT,2019-04-30,10-Q,0001564590-19-014333
1418091,PERIODIC_REPORT,2019-02-21,10-K,0001564590-19-003523
1418091,PERIODIC_REPORT,2018-10-30,10-Q,0001564590-18-025638
1418091,PERIODIC_REPORT,2018-07-30,10-Q,0001564590-18-017905
1418091,PERIODIC_REPORT,2018-05-03,10-Q,0001564590-18-010739
1418091,PERIODIC_REPORT,2018-02-23,10-K,0001564590-18-003046
1418091,PERIODIC_REPORT,2017-11-01,10-Q,0001564590-17-020841
1418091,PERIODIC_REPORT,2017-08-03,10-Q,0001564590-17-014980
1418091,PERIODIC_REPORT,2017-05-02,10-Q,0001564590-17-008149
1418091,PERIODIC_REPORT,2017-02-27,10-K,0001564590-17-002584
1418091,PERIODIC_REPORT,2016-11-01,10-Q,0001564590-16-026749
1418091,PERIODIC_REPORT,2016-08-01,10-Q,0001564590-16-021918
1418091,PERIODIC_REPORT,2016-05-03,10-Q,0001564590-16-017462
1418091,PERIODIC_REPORT,2016-02-29,10-K,0001564590-16-013646
1418091,PERIODIC_REPORT,2015-11-06,10-Q,0001564590-15-009950
1418091,PERIODIC_REPORT,2015-08-07,10-Q,0001564590-15-006705
1418091,PERIODIC_REPORT,2015-05-11,10-Q,0001564590-15-003897
1418091,PERIODIC_REPORT,2015-03-02,10-K,0001564590-15-001159
1418091,PERIODIC_REPORT,2014-11-06,10-Q,0001564590-14-005159
1418091,PERIODIC_REPORT,2014-08-11,10-Q,0001564590-14-003474
1418091,PERIODIC_REPORT,2014-05-08,10-Q,0001564590-14-001959
1418091,PERIODIC_REPORT,2014-03-06,10-K,0000950123-14-003031
1418091,IPO_PRICING,2013-11-07,424B4,0001193125-13-431301
1418091,IPO_REGISTRATION,2013-11-04,S-1/A,0001193125-13-424260
1418091,LISTING_REGISTRATION,2013-10-31,8-A12B,0001193125-13-420869
1418091,IPO_REGISTRATION,2013-10-24,S-1/A,0001193125-13-409822
1418091,IPO_REGISTRATION,2013-10-22,S-1/A,0001193125-13-406804
1418091,IPO_REGISTRATION,2013-10-15,S-1/A,0001193125-13-400028
1418091,IPO_REGISTRATION,2013-10-03,S-1,0001193125-13-390321
1418091,FIRST_EDGAR_FILING,2007-11-30,,
1652044,PERIODIC_REPORT,2026-07-23,10-Q,0001652044-26-000071
1652044,LISTING_REGISTRATION,2026-06-05,8-A12B,0001193125-26-259954
1652044,LISTING_REGISTRATION,2026-06-03,8-A12B,0001193125-26-255736
1652044,PERIODIC_REPORT,2026-04-30,10-Q,0001652044-26-000048
1652044,LISTING_REGISTRATION,2026-03-12,8-A12B,0001193125-26-104210
1652044,PERIODIC_REPORT,2026-02-05,10-K,0001652044-26-000018
1652044,LISTING_REGISTRATION,2025-11-21,8-A12B,0001193125-25-291400
1652044,PERIODIC_REPORT,2025-10-30,10-Q,0001652044-25-000091
1652044,PERIODIC_REPORT,2025-07-24,10-Q,0001652044-25-000062
1652044,LISTING_REGISTRATION,2025-05-14,8-A12B,0001193125-25-119875
1652044,PERIODIC_REPORT,2025-04-25,10-Q,0001652044-25-000043
1652044,PERIODIC_REPORT,2025-02-05,10-K,0001652044-25-000014
1652044,PERIODIC_REPORT,2024-10-30,10-Q,0001652044-24-000118
1652044,PERIODIC_REPORT,2024-07-24,10-Q,0001652044-24-000079
1652044,PERIODIC_REPORT,2024-04-26,10-Q,0001652044-24-000053
1652044,PERIODIC_REPORT,2024-01-31,10-K,0001652044-24-000022
1652044,PERIODIC_REPORT,2023-10-25,10-Q,0001652044-23-000094
1652044,PERIODIC_REPORT,2023-07-26,10-Q,0001652044-23-000070
1652044,PERIODIC_REPORT,2023-04-26,10-Q,0001652044-23-000045
1652044,PERIODIC_REPORT,2023-02-03,10-K,0001652044-23-000016
1652044,PERIODIC_REPORT,2022-10-26,10-Q,0001652044-22-000090
1652044,PERIODIC_REPORT,2022-07-27,10-Q,0001652044-22-000071
1652044,PERIODIC_REPORT,2022-04-27,10-Q,0001652044-22-000029
1652044,PERIODIC_REPORT,2022-02-02,10-K,0001652044-22-000019
1652044,PERIODIC_REPORT,2021-10-27,10-Q,0001652044-21-000057
1652044,PERIODIC_REPORT,2021-07-28,10-Q,0001652044-21-000047
1652044,PERIODIC_REPORT,2021-04-28,10-Q,0001652044-21-000020
1652044,PERIODIC_REPORT,2021-02-03,10-K,0001652044-21-000010
1652044,PERIODIC_REPORT,2020-10-30,10-Q,0001652044-20-000050
1652044,PERIODIC_REPORT,2020-07-31,10-Q,0001652044-20-000032
1652044,PERIODIC_REPORT,2020-04-29,10-Q,0001652044-20-000021
1652044,PERIODIC_REPORT,2020-02-04,10-K,0001652044-20-000008
1652044,PERIODIC_REPORT,2019-10-29,10-Q,0001652044-19-000032
1652044,PERIODIC_REPORT,2019-07-26,10-Q,0001652044-19-000023
1652044,PERIODIC_REPORT,2019-04-30,10-Q,0001652044-19-000015
1652044,PERIODIC_REPORT,2019-02-06,10-K/A,0001193125-19-028757
1652044,PERIODIC_REPORT,2019-02-05,10-K,0001652044-19-000004
1652044,PERIODIC_REPORT,2018-10-26,10-Q,0001652044-18-000035
1652044,PERIODIC_REPORT,2018-07-24,10-Q,0001652044-18-000027
1652044,PERIODIC_REPORT,2018-04-24,10-Q,0001652044-18-000016
1652044,PERIODIC_REPORT,2018-02-06,10-K,0001652044-18-000007
1652044,PERIODIC_REPORT,2017-10-27,10-Q,0001652044-17-000042
1652044,PERIODIC_REPORT,2017-07-25,10-Q,0001652044-17-000026
1652044,PERIODIC_REPORT,2017-05-02,10-Q,0001652044-17-000014
1652044,PERIODIC_REPORT,2017-02-03,10-K,0001652044-17-000008
1652044,PERIODIC_REPORT,2016-11-03,10-Q,0001652044-16-000038
1652044,PERIODIC_REPORT,2016-08-04,10-Q,0001652044-16-000032
1652044,PERIODIC_REPORT,2016-05-03,10-Q,0001652044-16-000021
1652044,PERIODIC_REPORT,2016-03-29,10-K/A,0001193125-16-520367
1652044,PERIODIC_REPORT,2016-02-11,10-K,0001652044-16-000012
1652044,PERIODIC_REPORT,2015-10-29,10-Q,0001652044-15-000005
1652044,FIRST_EDGAR_FILING,2015-10-02,,
1288776,PERIODIC_REPORT,2016-03-29,10-K/A,0001193125-16-520367
1288776,DEREGISTRATION,2016-02-12,15-15D,0001193125-16-460404
1288776,DEREGISTRATION,2016-02-12,15-15D,0001193125-16-460399
1288776,PERIODIC_REPORT,2016-02-11,10-K,0001652044-16-000012
1288776,DEREGISTRATION,2016-01-04,15-15D,0001193125-16-419941
1288776,PERIODIC_REPORT,2015-10-29,10-Q,0001288776-15-000046
1288776,DEREGISTRATION,2015-10-13,15-12B,0001193125-15-342740
1288776,DEREGISTRATION,2015-10-13,15-12G,0001193125-15-342725
1288776,DEREGISTRATION,2015-10-02,15-15D,0001193125-15-336650
1288776,DEREGISTRATION,2015-10-02,15-12G,0001193125-15-336646
1288776,DELISTING_NOTICE,2015-10-02,25-NSE,0001354457-15-000182
1288776,PERIODIC_REPORT,2015-07-23,10-Q,0001288776-15-000035
1288776,PERIODIC_REPORT,2015-04-29,10-Q,0001288776-15-000023
1288776,PERIODIC_REPORT,2015-02-09,10-K,0001288776-15-000008
1288776,PERIODIC_REPORT,2014-10-23,10-Q,0001288776-14-000075
1288776,PERIODIC_REPORT,2014-07-25,10-Q,0001288776-14-000065
1288776,PERIODIC_REPORT,2014-04-24,10-Q,0001288776-14-000040
1288776,DEREGISTRATION,2014-04-10,15-12G,0001193125-14-138742
1288776,LISTING_REGISTRATION,2014-03-26,8-A12B,0001193125-14-116482
1288776,PERIODIC_REPORT,2014-02-12,10-K,0001288776-14-000020
1288776,PERIODIC_REPORT,2013-10-24,10-Q,0001288776-13-000068
1288776,PERIODIC_REPORT,2013-07-25,10-Q,0001288776-13-000055
1288776,PERIODIC_REPORT,2013-04-25,10-Q,0001288776-13-000030
1288776,PERIODIC_REPORT,2013-01-29,10-K,0001193125-13-028362
1288776,PERIODIC_REPORT,2012-10-30,10-Q,0001193125-12-440217
1288776,PERIODIC_REPORT,2012-07-24,10-Q,0001193125-12-312575
1288776,PERIODIC_REPORT,2012-04-25,10-Q,0001193125-12-182401
1288776,PERIODIC_REPORT,2012-04-23,10-K/A,0001193125-12-174477
1288776,PERIODIC_REPORT,2012-01-26,10-K,0001193125-12-025336
1288776,PERIODIC_REPORT,2011-10-26,10-Q,0001193125-11-282235
1288776,PERIODIC_REPORT,2011-07-27,10-Q,0001193125-11-199078
1288776,PERIODIC_REPORT,2011-05-10,10-Q,0001193125-11-134428
1288776,PERIODIC_REPORT,2011-02-11,10-K,0001193125-11-032930
1288776,PERIODIC_REPORT,2010-10-29,10-Q,0001193125-10-241317
1288776,PERIODIC_REPORT,2010-07-30,10-Q,0001193125-10-172387
1288776,PERIODIC_REPORT,2010-05-05,10-Q,0001193125-10-108704
1288776,PERIODIC_REPORT,2010-02-12,10-K,0001193125-10-030774
1288776,PERIODIC_REPORT,2009-11-04,10-Q,0001193125-09-222384
1288776,PERIODIC_REPORT,2009-08-04,10-Q,0001193125-09-163845
1288776,PERIODIC_REPORT,2009-05-06,10-Q,0001193125-09-101727
1288776,PERIODIC_REPORT,2009-02-13,10-K,0001193125-09-029448
1288776,PERIODIC_REPORT,2008-11-07,10-Q,0001193125-08-230197
1288776,PERIODIC_REPORT,2008-08-07,10-Q,0001193125-08-170309
1288776,PERIODIC_REPORT,2008-05-12,10-Q,0001193125-08-111739
1288776,PERIODIC_REPORT,2008-02-15,10-K,0001193125-08-032690
1288776,LISTING_REGISTRATION,2008-02-05,8-A12G,0001193125-08-020129
1288776,PERIODIC_REPORT,2007-11-07,10-Q,0001193125-07-238468
1288776,PERIODIC_REPORT,2007-08-09,10-Q,0001193125-07-175880
1288776,PERIODIC_REPORT,2007-05-10,10-Q/A,0001193125-07-110490
1288776,PERIODIC_REPORT,2007-05-09,10-Q,0001193125-07-108436
1288776,PERIODIC_REPORT,2007-03-01,10-K,0001193125-07-044494
1288776,PERIODIC_REPORT,2006-11-08,10-Q,0001193125-06-228163
1288776,PERIODIC_REPORT,2006-08-09,10-Q,0001193125-06-167945
1288776,PERIODIC_REPORT,2006-05-10,10-Q,0001193125-06-107734
1288776,PERIODIC_REPORT,2006-03-16,10-K,0001193125-06-056598
1288776,PERIODIC_REPORT,2005-11-14,10-Q,0001193125-05-225524
1288776,IPO_PRICING,2005-09-15,424B4,0001193125-05-186028
1288776,PERIODIC_REPORT,2005-08-15,10-Q,0001193125-05-168339
1288776,PERIODIC_REPORT,2005-05-16,10-Q,0001193125-05-108755
1288776,PERIODIC_REPORT,2005-03-30,10-K,0001193125-05-065298
1288776,IPO_REGISTRATION,2004-11-23,S-1/A,0001193125-04-202434
1288776,IPO_REGISTRATION,2004-11-18,S-1/A,0001193125-04-199531
1288776,PERIODIC_REPORT,2004-11-15,10-Q,0001193125-04-197540
1288776,IPO_REGISTRATION,2004-11-12,S-1/A,0001193125-04-195558
1288776,IPO_REGISTRATION,2004-10-26,S-1/A,0001193125-04-177544
1288776,IPO_PRICING,2004-08-19,424B4,0001193125-04-143377
1288776,PERIODIC_REPORT,2004-08-18,10-Q/A,0001193125-04-142809
1288776,IPO_REGISTRATION,2004-08-18,S-1/A,0001193125-04-142742
1288776,PERIODIC_REPORT,2004-08-16,10-Q,0001193125-04-141838
1288776,IPO_REGISTRATION,2004-08-16,S-1/A,0001193125-04-141762
1288776,IPO_REGISTRATION,2004-08-13,S-1/A,0001193125-04-139655
1288776,IPO_REGISTRATION,2004-08-11,S-1/A,0001193125-04-138034
1288776,IPO_REGISTRATION,2004-08-09,S-1/A,0001193125-04-135503
1288776,IPO_REGISTRATION,2004-08-06,S-1/A,0001193125-04-134174
1288776,IPO_REGISTRATION,2004-08-04,S-1,0001193125-04-131481
1288776,IPO_REGISTRATION,2004-07-26,S-1/A,0001193125-04-124025
1288776,IPO_REGISTRATION,2004-07-12,S-1/A,0001193125-04-116608
1288776,IPO_REGISTRATION,2004-06-21,S-1/A,0001193125-04-105564
1288776,IPO_REGISTRATION,2004-05-21,S-1/A,0001193125-04-093053
1288776,IPO_REGISTRATION,2004-04-29,S-1,0001193125-04-073639
1288776,FIRST_EDGAR_FILING,2001-03-12,,
1451512,DEREGISTRATION,2024-01-16,15-12G,0001477932-24-000206
1451512,PERIODIC_REPORT,2023-11-14,10-Q,0001451512-23-000062
1451512,PERIODIC_REPORT,2023-08-14,10-Q,0001451512-23-000048
1451512,PERIODIC_REPORT,2023-05-11,10-Q,0001451512-23-000028
1451512,PERIODIC_REPORT,2023-04-10,10-K,0001451512-23-000018
1451512,PERIODIC_REPORT,2022-11-14,10-Q,0001451512-22-000011
1451512,PERIODIC_REPORT,2022-08-18,10-Q,0001451512-22-000009
1451512,PERIODIC_REPORT,2022-05-16,10-Q,0001451512-22-000005
1451512,PERIODIC_REPORT,2022-04-15,10-K,0001628280-22-009362
1451512,PERIODIC_REPORT,2021-11-15,10-Q,0001477932-21-008379
1451512,PERIODIC_REPORT,2021-08-16,10-Q,0001477932-21-005583
1451512,IPO_REGISTRATION,2021-06-03,S-1,0001477932-21-003783
1451512,PERIODIC_REPORT,2021-05-17,10-Q,0001477932-21-003315
1451512,PERIODIC_REPORT,2021-03-30,10-K,0001477932-21-001784
1451512,PERIODIC_REPORT,2020-11-06,10-Q,0001477932-20-006322
1451512,PERIODIC_REPORT,2020-08-07,10-Q,0001477932-20-004647
1451512,PERIODIC_REPORT,2020-06-18,10-Q,0001477932-20-003447
1451512,PERIODIC_REPORT,2020-03-13,10-K,0001477932-20-001325
1451512,PERIODIC_REPORT,2019-11-12,10-Q,0001477932-19-006332
1451512,PERIODIC_REPORT,2019-08-08,10-Q,0001477932-19-004600
1451512,PERIODIC_REPORT,2019-05-09,10-Q,0001477932-19-002511
1451512,PERIODIC_REPORT,2019-03-15,10-K,0001477932-19-000995
1451512,PERIODIC_REPORT,2018-11-08,10-Q,0001477932-18-005335
1451512,PERIODIC_REPORT,2018-08-09,10-Q,0001477932-18-003910
1451512,PERIODIC_REPORT,2018-06-12,10-K/A,0001477932-18-002991
1451512,PERIODIC_REPORT,2018-05-10,10-Q,0001477932-18-002303
1451512,PERIODIC_REPORT,2018-03-16,10-K,0001477932-18-001325
1451512,PERIODIC_REPORT,2018-01-12,10-K/A,0001477932-18-000194
1451512,PERIODIC_REPORT,2017-11-09,10-Q,0001477932-17-005447
1451512,PERIODIC_REPORT,2017-10-27,10-K/A,0001477932-17-005281
1451512,PERIODIC_REPORT,2017-08-08,10-Q,0001477932-17-003740
1451512,PERIODIC_REPORT,2017-06-27,10-K/A,0001477932-17-003002
1451512,PERIODIC_REPORT,2017-05-10,10-Q,0001477932-17-002157
1451512,PERIODIC_REPORT,2017-03-31,10-K,0001477932-17-001483
1451512,PERIODIC_REPORT,2016-11-09,10-Q,0001477932-16-013322
1451512,PERIODIC_REPORT,2016-08-15,10-Q,0001477932-16-011890
1451512,PERIODIC_REPORT,2016-07-29,10-Q/A,0001477932-16-011562
1451512,PERIODIC_REPORT,2016-07-20,10-Q/A,0001477932-16-011456
1451512,PERIODIC_REPORT,2016-07-01,10-Q/A,0001477932-16-011166
1451512,PERIODIC_REPORT,2016-05-12,10-Q,0001477932-16-010217
1451512,PERIODIC_REPORT,2016-03-29,10-K,0001477932-16-009227
1451512,PERIODIC_REPORT,2015-11-09,10-Q,0001477932-15-006819
1451512,PERIODIC_REPORT,2015-08-12,10-Q,0001477932-15-005017
1451512,IPO_REGISTRATION,2015-06-25,S-1/A,0001477932-15-004058
1451512,PERIODIC_REPORT,2015-06-12,10-Q/A,0001477932-15-003827
1451512,IPO_REGISTRATION,2015-05-28,S-1/A,0001477932-15-003589
1451512,PERIODIC_REPORT,2015-05-28,10-K/A,0001477932-15-003587
1451512,PERIODIC_REPORT,2015-05-15,10-Q,0001477932-15-003277
1451512,PERIODIC_REPORT,2015-03-27,10-K,0001477932-15-001943
1451512,IPO_REGISTRATION,2014-12-24,S-1,0001477932-14-007296
1451512,IPO_REGISTRATION,2014-11-20,S-1/A,0001477932-14-006612
1451512,PERIODIC_REPORT,2014-11-20,10-Q/A,0001477932-14-006610
1451512,PERIODIC_REPORT,2014-11-14,10-Q,0001477932-14-006257
1451512,IPO_REGISTRATION,2014-10-30,S-1/A,0001477932-14-005702
1451512,IPO_REGISTRATION,2014-10-06,S-1/A,0001477932-14-005270
1451512,IPO_REGISTRATION,2014-09-12,S-1/A,0001477932-14-005005
1451512,PERIODIC_REPORT,2014-09-09,10-K/A,0001477932-14-004944
1451512,PERIODIC_REPORT,2014-08-13,10-Q,0001477932-14-004286
1451512,PERIODIC_REPORT,2014-08-13,10-Q/A,0001477932-14-004284
1451512,IPO_REGISTRATION,2014-08-08,S-1,0001477932-14-004165
1451512,PERIODIC_REPORT,2014-05-21,10-K/A,0001477932-14-002829
1451512,PERIODIC_REPORT,2014-05-15,10-Q,0001477932-14-002627
1451512,PERIODIC_REPORT,2014-04-16,10-K/A,0001477932-14-001840
1451512,PERIODIC_REPORT,2014-03-31,10-K,0001477932-14-001462
1451512,IPO_REGISTRATION,2014-01-21,S-1/A,0001477932-14-000286
1451512,IPO_REGISTRATION,2014-01-08,S-1/A,0001477932-14-000062
1451512,IPO_REGISTRATION,2013-12-19,S-1/A,0001477932-13-006114
1451512,IPO_REGISTRATION,2013-12-05,S-1/A,0001477932-13-005952
1451512,PERIODIC_REPORT,2013-11-19,10-Q,0001477932-13-005750
1451512,IPO_REGISTRATION,2013-10-28,S-1,0001477932-13-004877
1451512,IPO_REGISTRATION,2013-09-27,S-1/A,0001477932-13-004380
1451512,IPO_REGISTRATION,2013-09-23,S-1/A,0001477932-13-004297
1451512,IPO_REGISTRATION,2013-08-30,S-1/A,0001477932-13-004071
1451512,PERIODIC_REPORT,2013-08-19,10-Q,0001477932-13-003908
1451512,PERIODIC_REPORT,2013-08-19,10-Q/A,0001477932-13-003905
1451512,IPO_REGISTRATION,2013-07-31,S-1/A,0001477932-13-003426
1451512,IPO_REGISTRATION,2013-07-02,S-1/A,0001477932-13-003062
1451512,IPO_REGISTRATION,2013-05-28,S-1/A,0001477932-13-002732
1451512,PERIODIC_REPORT,2013-05-20,10-Q,0001477932-13-002645
1451512,IPO_REGISTRATION,2013-05-16,S-1/A,0001477932-13-002556
1451512,IPO_REGISTRATION,2013-05-09,S-1,0001477932-13-002250
1451512,PERIODIC_REPORT,2013-04-02,10-K/A,0001477932-13-001574
1451512,PERIODIC_REPORT,2013-03-26,10-K,0001477932-13-001312
1451512,PERIODIC_REPORT,2013-01-10,10-Q/A,0001477932-13-000080
1451512,PERIODIC_REPORT,2012-11-27,10-Q/A,0001477932-12-004648
1451512,PERIODIC_REPORT,2012-11-19,10-Q,0001477932-12-004518
1451512,PERIODIC_REPORT,2012-08-29,10-Q/A,0001477932-12-003457
1451512,PERIODIC_REPORT,2012-08-20,10-Q,0001477932-12-003278
1451512,PERIODIC_REPORT,2012-05-21,10-Q,0001477932-12-001747
1451512,PERIODIC_REPORT,2012-02-09,10-Q,0001494733-12-000015
1451512,PERIODIC_REPORT,2011-12-22,10-K,0001494733-11-000077
1451512,PERIODIC_REPORT,2011-08-12,10-Q,0001494733-11-000034
1451512,PERIODIC_REPORT,2011-04-29,10-Q,0000931731-11-000100
1451512,LISTING_REGISTRATION,2011-01-25,8-A12G,0000931731-11-000032
1451512,PERIODIC_REPORT,2011-01-25,10-Q,0000931731-11-000031
1451512,PERIODIC_REPORT,2010-12-27,10-K,0000931731-10-000207
1451512,PERIODIC_REPORT,2010-07-26,10-Q,0000931731-10-000099
1451512,IPO_REGISTRATION,2010-05-28,S-1/A,0000931731-10-000071
1451512,IPO_REGISTRATION,2010-05-11,S-1/A,0000931731-10-000057
1451512,IPO_REGISTRATION,2010-02-11,S-1/A,0000931731-10-000008
1451512,IPO_REGISTRATION,2009-08-05,S-1/A,0000931731-09-000189
1451512,IPO_REGISTRATION,2009-06-02,S-1/A,0000931731-09-000161
1451512,IPO_REGISTRATION,2008-12-23,S-1,0000931731-08-000280
1451512,FIRST_EDGAR_FILING,2008-12-23,,
1326801,PERIODIC_REPORT,2026-07-30,10-Q,0001628280-26-050705
1326801,PERIODIC_REPORT,2026-04-30,10-Q,0001628280-26-028526
1326801,PERIODIC_REPORT,2026-01-29,10-K,0001628280-26-003942
1326801,PERIODIC_REPORT,2025-10-30,10-Q,0001628280-25-047240
1326801,PERIODIC_REPORT,2025-07-31,10-Q,0001628280-25-036791
1326801,PERIODIC_REPORT,2025-05-01,10-Q,0001326801-25-000054
1326801,PERIODIC_REPORT,2025-01-30,10-K,0001326801-25-000017
1326801,PERIODIC_REPORT,2024-10-31,10-Q,0001326801-24-000081
1326801,PERIODIC_REPORT,2024-08-01,10-Q,0001326801-24-000069
1326801,PERIODIC_REPORT,2024-04-25,10-Q,0001326801-24-000049
1326801,PERIODIC_REPORT,2024-02-02,10-K,0001326801-24-000012
1326801,PERIODIC_REPORT,2023-10-26,10-Q,0001326801-23-000103
1326801,PERIODIC_REPORT,2023-07-27,10-Q,0001326801-23-000093
1326801,PERIODIC_REPORT,2023-04-27,10-Q,0001326801-23-000067
1326801,PERIODIC_REPORT,2023-02-02,10-K,0001326801-23-000013
1326801,PERIODIC_REPORT,2022-10-27,10-Q,0001326801-22-000108
1326801,PERIODIC_REPORT,2022-07-28,10-Q,0001326801-22-000082
1326801,PERIODIC_REPORT,2022-04-28,10-Q,0001326801-22-000057
1326801,PERIODIC_REPORT,2022-02-03,10-K,0001326801-22-000018
1326801,PERIODIC_REPORT,2021-10-26,10-Q,0001326801-21-000065
1326801,PERIODIC_REPORT,2021-07-29,10-Q,0001326801-21-000049
1326801,PERIODIC_REPORT,2021-04-29,10-Q,0001326801-21-000033
1326801,PERIODIC_REPORT,2021-01-28,10-K,0001326801-21-000014
1326801,PERIODIC_REPORT,2020-10-30,10-Q,0001326801-20-000084
