ticker,name,index_name
VTOL,Bristow Group Inc.,SP600
VYX,NCR Voyix,SP600
WABC,Westamerica Bank,SP600
WAFD,"WaFd, Inc.",SP600
WAY,Waystar Holding Corp,SP600
WD,"Walker & Dunlop, Inc.",SP600
WDFC,WD-40 Company,SP600
WEN,The Wendy's Company,SP600
WERN,Werner Enterprises,SP600
WGO,"Winnebago Industries, Inc.",SP600
WHD,"Cactus, Inc.",SP600
WKC,World Kinect Corporation,SP600
WLY,John Wiley & Sons,SP600
WOR,Worthington Enterprises,SP600
WRLD,World Acceptance Corporation,SP600
WS,Worthington Steel,SP600
WSC,WillScot Holdings Corp.,SP600
WSFS,WSFS Financial Corporation,SP600
WSR,Whitestone REIT,SP600
WT,"WisdomTree Investments, Inc.",SP600
WU,Western Union,SP600
WWW,"Wolverine World Wide, Inc.",SP600
XHR,"Xenia Hotels & Resorts, Inc.",SP600
XNCR,Xencor Inc,SP600
XPEL,"XPEL, Inc.",SP600
YELP,"Yelp, Inc.",SP600
YOU,"Clear Secure, Inc.",SP600
ZD,Ziff Davis,SP600
ZWS,Zurn Elkay Water Solutions Corp.,SP600
